,SPY
2016-08-03,"['9.368', '20.328', '11.671', '-0.9390000000000001', '7.039', '11.147', '5.662999999999999', '-0.725', '733.0', '557.981', '235.16299999999998', '0.7440000000000001', '0.345', '1.374', '0.02', '2016-08-03']"
2016-08-04,"['21.396', '19.837', '11.165', '0.14', '15.519', '10.946', '5.615', '0.815', '558.0', '552.222', '235.748', '0.025', '0.385', '0.63', '0.096', '2016-08-04']"
2016-08-05,"['28.659000000000002', '20.548000000000002', '11.239', '0.722', '20.218', '11.402000000000001', '5.869', '1.5019999999999998', '677.0', '555.071', '233.597', '0.522', '0.368', '1.574', '0.028999999999999998', '2016-08-05']"
2016-08-06,"['33.78', '21.596', '11.325999999999999', '1.0759999999999998', '16.721', '11.659', '5.513999999999999', '0.9179999999999999', '481.0', '567.225', '213.90200000000002', '-0.40299999999999997', '0.401', '0.539', '-0.075', '2016-08-06']"
2016-08-07,"['6.837000000000001', '21.155', '12.304', '-1.1640000000000001', '3.925', '11.335999999999999', '6.007999999999999', '-1.234', '142.0', '565.905', '229.878', '-1.844', '0.542', '0.465', '-0.005', '2016-08-07']"
2016-08-08,"['21.881999999999998', '20.394000000000002', '11.262', '0.132', '13.556', '11.135', '5.654', '0.428', '357.0', '547.788', '231.30200000000002', '-0.825', '0.46799999999999997', '0.7659999999999999', '0.157', '2016-08-08']"
2016-08-09,"['23.194000000000003', '20.211', '11.137', '0.268', '18.739', '11.245999999999999', '5.784', '1.296', '557.0', '542.3340000000001', '234.763', '0.062', '0.379', '1.264', '-0.152', '2016-08-09']"
2016-08-10,"['17.069000000000003', '18.755', '9.886000000000001', '-0.171', '12.658', '10.482000000000001', '4.88', '0.446', '588.0', '535.369', '232.09099999999998', '0.22699999999999998', '0.381', '0.653', '0.109', '2016-08-10']"
2016-08-11,"['28.697', '20.041', '9.706', '0.892', '18.113', '11.24', '4.937', '1.392', '597.0', '533.415', '231.202', '0.275', '0.35', '0.816', '0.15', '2016-08-11']"
2016-08-12,"['37.904', '20.059', '10.014', '1.7819999999999998', '21.679000000000002', '11.207', '5.3', '1.976', '558.0', '532.24', '228.622', '0.113', '0.441', '0.747', '-0.094', '2016-08-12']"
2016-08-13,"['18.937', '20.953000000000003', '10.35', '-0.195', '9.144', '11.536', '5.444', '-0.439', '324.0', '541.381', '218.74', '-0.9940000000000001', '0.49700000000000005', '0.461', '0.08', '2016-08-13']"
2016-08-14,"['2.157', '19.97', '11.229000000000001', '-1.5859999999999999', '0.505', '10.887', '5.956', '-1.743', '124.0', '534.506', '230.13400000000001', '-1.784', '0.5479999999999999', '0.47600000000000003', '-0.027000000000000003', '2016-08-14']"
2016-08-15,"['14.321', '19.611', '11.113', '-0.47600000000000003', '12.855', '11.0', '5.822', '0.319', '381.0', '519.064', '227.517', '-0.607', '0.491', '0.775', '0.381', '2016-08-15']"
2016-08-16,"['20.417', '19.467', '11.645', '0.08199999999999999', '12.577', '10.681', '6.145', '0.309', '652.0', '509.66900000000004', '229.674', '0.62', '0.377', '0.862', '-0.037000000000000005', '2016-08-16']"
2016-08-17,"['-9.737', '18.222', '13.714', '-2.039', '-5.752000000000001', '9.894', '7.358', '-2.126', '592.0', '498.03', '218.608', '0.43', '0.37799999999999995', '1.11', '-0.01', '2016-08-17']"
2016-08-18,"['21.388', '18.312', '13.163', '0.23399999999999999', '14.443', '10.129', '7.107', '0.607', '663.0', '496.904', '217.808', '0.763', '0.335', '1.469', '0.034', '2016-08-18']"
2016-08-19,"['18.756', '17.403', '12.997', '0.10400000000000001', '12.165', '9.677999999999999', '7.025', '0.354', '563.0', '497.788', '216.84099999999998', '0.301', '0.355', '1.218', '-0.069', '2016-08-19']"
2016-08-20,"['3.978', '17.192999999999998', '13.389000000000001', '-0.987', '3.435', '9.567', '7.152', '-0.857', '400.0', '506.375', '205.21400000000003', '-0.518', '0.38', '0.545', '-0.027000000000000003', '2016-08-20']"
2016-08-21,"['-0.904', '16.94', '13.675999999999998', '-1.305', '-0.5920000000000001', '9.404', '7.357', '-1.359', '131.0', '500.02099999999996', '217.49200000000002', '-1.6969999999999998', '0.519', '0.507', '0.021', '2016-08-21']"
2016-08-22,"['18.766', '17.132', '13.617', '0.12', '14.011', '9.72', '7.402', '0.58', '382.0', '481.84', '209.257', '-0.47700000000000004', '0.44799999999999995', '1.204', '-0.09', '2016-08-22']"
2016-08-23,"['31.877', '17.861', '13.985', '1.002', '23.965', '10.347000000000001', '7.939', '1.715', '567.0', '464.51', '197.953', '0.518', '0.415', '1.406', '0.11199999999999999', '2016-08-23']"
2016-08-24,"['15.054', '17.202', '13.687000000000001', '-0.157', '9.068', '9.633', '7.282', '-0.078', '568.0', '465.577', '198.56599999999997', '0.516', '0.38', '0.706', '0.092', '2016-08-24']"
2016-08-25,"['-1.141', '16.447', '14.466', '-1.216', '0.807', '9.208', '7.615', '-1.103', '687.0', '469.909', '202.81799999999998', '1.07', '0.354', '1.453', '-0.033', '2016-08-25']"
2016-08-26,"['18.872', '15.46', '13.251', '0.258', '12.514000000000001', '8.845', '7.268', '0.505', '700.0', '473.967', '203.02599999999998', '1.113', '0.38299999999999995', '1.854', '-0.369', '2016-08-26']"
2016-08-27,"['-9.531', '14.209000000000001', '14.357999999999999', '-1.653', '-3.307', '8.169', '7.6979999999999995', '-1.4909999999999999', '572.0', '490.48199999999997', '184.368', '0.442', '0.444', '0.7979999999999999', '0.10400000000000001', '2016-08-27']"
2016-08-28,"['5.935', '13.843', '13.968', '-0.5660000000000001', '2.6689999999999996', '7.761', '7.597', '-0.67', '158.0', '491.52', '205.43', '-1.624', '0.506', '0.522', '-0.05', '2016-08-28']"
2016-08-29,"['11.922', '13.683', '13.925', '-0.126', '8.107999999999999', '7.662000000000001', '7.52', '0.059000000000000004', '383.0', '484.666', '205.733', '-0.494', '0.457', '1.3980000000000001', '0.187', '2016-08-29']"
2016-08-30,"['17.456', '13.112', '13.832', '0.314', '12.695', '7.356', '7.497000000000001', '0.7120000000000001', '572.0', '478.555', '209.75900000000001', '0.445', '0.371', '1.4880000000000002', '0.204', '2016-08-30']"
2016-08-31,"['4.5489999999999995', '12.107999999999999', '13.587', '-0.556', '2.844', '6.771', '7.308', '-0.537', '565.0', '479.06800000000004', '210.00599999999997', '0.409', '0.359', '1.325', '-0.163', '2016-08-31']"
2016-09-01,"['0.344', '10.399000000000001', '11.333', '-0.887', '-4.498', '5.644', '6.428999999999999', '-1.577', '679.0', '483.311', '213.03', '0.919', '0.37', '1.632', '0.005', '2016-09-01']"
2016-09-02,"['5.821000000000001', '10.015', '10.972000000000001', '-0.382', '5.332000000000001', '5.875', '5.906000000000001', '-0.092', '645.0', '493.397', '212.222', '0.7140000000000001', '0.381', '1.37', '0.025', '2016-09-02']"
2016-09-03,"['16.044', '10.084', '11.616', '0.513', '7.856', '5.876', '6.082999999999999', '0.325', '374.0', '506.103', '198.78900000000002', '-0.665', '0.38799999999999996', '0.518', '-0.022000000000000002', '2016-09-03']"
2016-09-04,"['4.251', '10.068999999999999', '11.517000000000001', '-0.505', '3.2239999999999998', '5.882000000000001', '6.022', '-0.441', '135.0', '503.211', '207.63099999999997', '-1.7730000000000001', '0.5479999999999999', '0.504', '0.031', '2016-09-04']"
2016-09-05,"['7.916', '9.125', '10.581', '-0.114', '6.005', '5.393', '5.497000000000001', '0.111', '162.0', '479.421', '217.41099999999997', '-1.46', '0.506', '0.518', '0.09300000000000001', '2016-09-05']"
2016-09-06,"['8.488', '9.822000000000001', '10.017000000000001', '-0.133', '5.206', '5.791', '5.119', '-0.114', '374.0', '468.60900000000004', '216.61', '-0.43700000000000006', '0.484', '1.13', '-0.099', '2016-09-06']"
2016-09-07,"['31.614', '10.95', '11.125', '1.857', '19.957', '6.55', '6.018', '2.228', '527.0', '456.131', '214.07299999999998', '0.331', '0.431', '0.672', '0.13', '2016-09-07']"
2016-09-08,"['21.983', '10.592', '10.474', '1.088', '10.616', '6.189', '5.364', '0.825', '575.0', '460.769', '216.111', '0.529', '0.364', '1.307', '-0.26', '2016-09-08']"
2016-09-09,"['2.8480000000000003', '10.845999999999998', '11.312000000000001', '-0.7070000000000001', '-2.8789999999999996', '6.149', '6.221', '-1.4509999999999998', '673.0', '468.37699999999995', '218.53799999999998', '0.9359999999999999', '0.379', '1.706', '0.105', '2016-09-09']"
2016-09-10,"['-16.715999999999998', '10.097999999999999', '12.880999999999998', '-2.082', '-9.119', '5.99', '6.837000000000001', '-2.21', '987.0', '506.64599999999996', '237.313', '2.024', '0.385', '1.965', '-0.044000000000000004', '2016-09-10']"
2016-09-11,"['-3.9760000000000004', '8.931000000000001', '14.106', '-0.915', '-2.73', '5.29', '7.534', '-1.064', '209.0', '509.95599999999996', '269.454', '-1.117', '0.526', '0.6679999999999999', '0.068', '2016-09-11']"
2016-09-12,"['1.797', '7.821000000000001', '13.644', '-0.442', '2.9739999999999998', '4.794', '7.285', '-0.25', '598.0', '511.602', '269.137', '0.321', '0.46', '1.8090000000000002', '0.146', '2016-09-12']"
2016-09-13,"['-1.188', '6.059', '13.082', '-0.5539999999999999', '-5.044', '3.455', '7.462000000000001', '-1.139', '1080.0', '530.811', '300.796', '1.8259999999999998', '0.345', '2.0780000000000003', '0.096', '2016-09-13']"
2016-09-14,"['-6.5', '6.381', '13.284', '-0.97', '-4.52', '3.656', '7.374', '-1.109', '908.0', '537.8340000000001', '304.869', '1.214', '0.37200000000000005', '1.595', '0.019', '2016-09-14']"
2016-09-15,"['-7.403', '5.205', '13.629000000000001', '-0.925', '-0.397', '3.29', '7.273', '-0.507', '835.0', '555.328', '320.264', '0.873', '0.45399999999999996', '1.5859999999999999', '-0.22', '2016-09-15']"
2016-09-16,"['10.269', '5.497000000000001', '14.265', '0.335', '4.178999999999999', '3.187', '7.7139999999999995', '0.129', '759.0', '552.5169999999999', '314.402', '0.657', '0.369', '1.4180000000000001', '0.057', '2016-09-16']"
2016-09-17,"['5.749', '5.773', '14.482999999999999', '-0.002', '2.988', '3.333', '7.789', '-0.044000000000000004', '417.0', '567.065', '305.315', '-0.49200000000000005', '0.451', '0.618', '0.021', '2016-09-17']"
2016-09-18,"['2.246', '5.478', '14.49', '-0.223', '1.883', '3.239', '7.789', '-0.174', '151.0', '564.936', '312.284', '-1.3259999999999998', '0.55', '0.624', '0.008', '2016-09-18']"
2016-09-19,"['12.493', '5.313', '14.44', '0.49700000000000005', '6.917999999999999', '3.13', '7.775', '0.48700000000000004', '392.0', '556.311', '313.42', '-0.524', '0.47200000000000003', '1.306', '-0.14', '2016-09-19']"
2016-09-20,"['1.776', '4.67', '14.295', '-0.20199999999999999', '0.433', '2.697', '7.67', '-0.295', '602.0', '554.07', '317.58099999999996', '0.151', '0.37', '0.7040000000000001', '0.009000000000000001', '2016-09-20']"
2016-09-21,"['5.202000000000001', '4.745', '14.227', '0.032', '3.89', '2.778', '7.627999999999999', '0.146', '616.0', '553.823', '317.453', '0.196', '0.401', '1.083', '-0.033', '2016-09-21']"
2016-09-22,"['50.573', '7.569', '17.437', '2.4659999999999997', '30.581999999999997', '4.337', '9.873', '2.658', '1030.0', '574.464', '335.231', '1.359', '0.401', '1.818', '0.102', '2016-09-22']"
2016-09-23,"['26.017', '7.535', '16.611', '1.113', '12.380999999999998', '4.113', '8.941', '0.925', '541.0', '571.92', '326.063', '-0.095', '0.379', '0.56', '-0.086', '2016-09-23']"
2016-09-24,"['12.63', '8.44', '17.366', '0.24100000000000002', '7.468', '4.646', '9.322000000000001', '0.303', '401.0', '589.127', '313.18', '-0.601', '0.431', '0.5489999999999999', '-0.043', '2016-09-24']"
2016-09-25,"['7.122999999999999', '8.183', '17.342', '-0.061', '5.744', '4.524', '9.298', '0.131', '150.0', '591.22', '313.694', '-1.4069999999999998', '0.5', '0.5589999999999999', '0.037000000000000005', '2016-09-25']"
2016-09-26,"['6.315', '7.896', '17.301', '-0.091', '4.131', '4.277', '9.252', '-0.016', '403.0', '597.172', '307.736', '-0.631', '0.41700000000000004', '1.133', '0.037000000000000005', '2016-09-26']"
2016-09-27,"['-1.329', '6.653', '16.936', '-0.47100000000000003', '-0.02', '3.5639999999999996', '8.964', '-0.4', '619.0', '594.474', '313.507', '0.078', '0.396', '0.654', '-0.009000000000000001', '2016-09-27']"
2016-09-28,"['21.069000000000003', '6.362', '16.297', '0.902', '12.181', '3.408', '8.627', '1.0170000000000001', '571.0', '597.284', '313.486', '-0.084', '0.475', '0.695', '0.06', '2016-09-28']"
2016-09-29,"['17.38', '6.975', '16.268', '0.64', '9.566', '3.795', '8.692', '0.664', '584.0', '597.1419999999999', '308.664', '-0.043', '0.349', '0.705', '-0.052000000000000005', '2016-09-29']"
2016-09-30,"['-9.347000000000001', '7.452999999999999', '15.072000000000001', '-1.115', '-1.3359999999999999', '4.253', '7.9110000000000005', '-0.706', '888.0', '586.76', '280.432', '1.074', '0.33899999999999997', '1.92', '0.102', '2016-09-30']"
2016-10-01,"['17.29', '8.408', '15.354000000000001', '0.578', '7.99', '4.511', '8.204', '0.424', '497.0', '595.4630000000001', '263.485', '-0.374', '0.39399999999999996', '0.621', '-0.081', '2016-10-01']"
2016-10-02,"['0.33799999999999997', '8.863', '15.274000000000001', '-0.5579999999999999', '0.442', '4.857', '8.007', '-0.551', '136.0', '584.121', '279.982', '-1.601', '0.61', '0.5379999999999999', '0.037000000000000005', '2016-10-02']"
2016-10-03,"['6.439', '8.691', '15.155', '-0.149', '4.963', '4.956', '7.966', '0.001', '393.0', '553.905', '261.112', '-0.616', '0.40700000000000003', '1.203', '0.247', '2016-10-03']"
2016-10-04,"['7.372999999999999', '9.431000000000001', '14.556', '-0.141', '5.407', '5.306', '7.712999999999999', '0.013000000000000001', '611.0', '528.32', '241.18400000000003', '0.34299999999999997', '0.376', '0.8390000000000001', '0.191', '2016-10-04']"
2016-10-05,"['14.655999999999999', '10.974', '13.102', '0.281', '7.972', '6.105', '6.925', '0.26899999999999996', '709.0', '525.352', '239.576', '0.767', '0.35700000000000004', '1.354', '-0.26', '2016-10-05']"
2016-10-06,"['15.555', '10.942', '13.050999999999998', '0.353', '8.953', '6.19', '6.943', '0.39799999999999996', '555.0', '515.121', '232.778', '0.171', '0.41100000000000003', '0.677', '0.251', '2016-10-06']"
2016-10-07,"['-8.619', '10.132', '13.686', '-1.37', '-9.186', '5.471', '7.71', '-1.901', '603.0', '518.122', '231.639', '0.366', '0.395', '1.31', '-0.204', '2016-10-07']"
2016-10-08,"['7.255', '10.927', '12.95', '-0.284', '4.177', '6.066', '6.961', '-0.271', '400.0', '528.133', '218.263', '-0.5870000000000001', '0.473', '0.53', '0.008', '2016-10-08']"
2016-10-09,"['2.386', '10.113', '13.237', '-0.584', '-0.168', '5.647', '7.1160000000000005', '-0.8170000000000001', '129.0', '525.92', '230.261', '-1.724', '0.519', '0.484', '-0.011000000000000001', '2016-10-09']"
2016-10-10,"['15.044', '10.696', '13.175999999999998', '0.33', '11.925', '6.202999999999999', '7.14', '0.8009999999999999', '347.0', '512.693', '232.065', '-0.7140000000000001', '0.47600000000000003', '0.809', '0.21', '2016-10-10']"
2016-10-11,"['8.815', '10.423', '12.876', '-0.125', '1.255', '5.688', '6.936', '-0.639', '702.0', '510.86300000000006', '237.025', '0.8059999999999999', '0.35600000000000004', '1.614', '0.015', '2016-10-11']"
2016-10-12,"['-4.657', '8.628', '11.69', '-1.136', '-0.256', '4.908', '5.992999999999999', '-0.862', '856.0', '504.153', '231.31599999999997', '1.521', '0.368', '1.736', '0.069', '2016-10-12']"
2016-10-13,"['-17.299', '5.609', '11.695', '-1.959', '-16.215', '2.8810000000000002', '7.191', '-2.655', '879.0', '522.639', '255.387', '1.395', '0.353', '1.9469999999999998', '-0.077', '2016-10-13']"
2016-10-14,"['-4.141', '5.502999999999999', '10.987', '-0.878', '-1.204', '2.966', '6.256', '-0.667', '709.0', '526.503', '247.622', '0.737', '0.405', '1.472', '0.14300000000000002', '2016-10-14']"
2016-10-15,"['-8.662', '4.303999999999999', '11.943', '-1.0859999999999999', '-3.7030000000000003', '2.364', '6.625', '-0.9159999999999999', '429.0', '544.923', '238.44', '-0.486', '0.462', '0.521', '0.01', '2016-10-15']"
2016-10-16,"['3.8569999999999998', '4.185', '11.864', '-0.027999999999999997', '2.113', '2.215', '6.642', '-0.015', '157.0', '543.044', '246.69', '-1.565', '0.45899999999999996', '0.491', '0.079', '2016-10-16']"
2016-10-17,"['3.9989999999999997', '4.348', '11.745999999999999', '-0.03', '3.265', '2.344', '6.571000000000001', '0.14', '370.0', '530.607', '246.47099999999998', '-0.652', '0.46', '1.182', '0.05', '2016-10-17']"
2016-10-18,"['5.0760000000000005', '3.583', '11.094000000000001', '0.135', '7.475', '2.113', '6.186', '0.867', '564.0', '526.169', '250.343', '0.151', '0.429', '0.82', '0.06', '2016-10-18']"
2016-10-19,"['6.497999999999999', '3.037', '10.72', '0.32299999999999995', '5.096', '1.774', '5.827000000000001', '0.57', '552.0', '521.905', '248.81599999999997', '0.121', '0.433', '0.7979999999999999', '-0.159', '2016-10-19']"
2016-10-20,"['6.664', '4.129', '9.947000000000001', '0.255', '2.542', '2.316', '5.377999999999999', '0.042', '593.0', '511.94699999999995', '241.18', '0.336', '0.502', '0.816', '-0.04', '2016-10-20']"
2016-10-21,"['-0.672', '3.135', '9.141', '-0.41600000000000004', '0.315', '1.973', '5.1370000000000005', '-0.32299999999999995', '546.0', '508.409', '237.22099999999998', '0.158', '0.48700000000000004', '1.423', '0.48200000000000004', '2016-10-21']"
2016-10-22,"['3.385', '3.082', '9.242', '0.033', '2.1109999999999998', '1.932', '5.191', '0.034', '332.0', '516.673', '226.801', '-0.8140000000000001', '0.44299999999999995', '0.525', '-0.18100000000000002', '2016-10-22']"
2016-10-23,"['4.795', '3.17', '9.251', '0.17600000000000002', '3.625', '2.011', '5.204', '0.31', '123.0', '512.4590000000001', '236.032', '-1.65', '0.561', '0.504', '-0.003', '2016-10-23']"
2016-10-24,"['11.825', '3.261', '9.369', '0.914', '9.187000000000001', '2.146', '5.392', '1.306', '370.0', '502.925', '234.611', '-0.5670000000000001', '0.43799999999999994', '1.237', '-0.073', '2016-10-24']"
2016-10-25,"['14.694', '3.158', '9.312999999999999', '1.239', '6.933', '1.943', '5.178', '0.9640000000000001', '542.0', '488.139', '230.80200000000002', '0.233', '0.373', '0.693', '-0.004', '2016-10-25']"
2016-10-26,"['-5.417999999999999', '2.457', '9.722999999999999', '-0.81', '-5.55', '1.501', '5.6610000000000005', '-1.246', '550.0', '488.341', '230.858', '0.267', '0.473', '1.2919999999999998', '-0.034', '2016-10-26']"
2016-10-27,"['2.103', '2.5269999999999997', '9.747', '-0.044000000000000004', '-3.09', '1.432', '5.7170000000000005', '-0.7909999999999999', '588.0', '489.366', '231.255', '0.42700000000000005', '0.452', '1.546', '0.001', '2016-10-27']"
